link|title_x|description_x|loaddate
http://arxiv.org/abs/1807.08284|Predicting  breast  tumor  proliferation  from  whole-slide  images:  the  TUPAC16  challenge.  (arXiv:1807.08284v2  [cs.CV]  UPDATED)|<p>Tumor  proliferation  is  an  important  biomarker  indicative  of  the  prognosis  ofbreast  cancer  patients.  Assessment  of  tumor  proliferation  in  a  clinical  settingis  highly  subjective  and  labor-intensive  task.  Previous  efforts  to  automatetumor  proliferation  assessment  by  image  analysis  only  focused  on  mitosisdetection  in  predefined  tumor  regions.  However,  in  a  real-world  scenario,automatic  mitosis  detection  should  be  performed  in  whole-slide  images  (WSIs)and  an  automatic  method  should  be  able  to  produce  a  tumor  proliferation  scoregiven  a  WSI  as  input.  To  address  this,  we  organized  the  TUmor  ProliferationAssessment  Challenge  2016  (TUPAC16)  on  prediction  of  tumor  proliferation  scoresfrom  WSIs.  The  challenge  dataset  consisted  of  500  training  and  321  testingbreast  cancer  histopathology  WSIs.  In  order  to  ensure  fair  and  independentevaluation,  only  the  ground  truth  for  the  training  dataset  was  provided  to  thechallenge  participants.  The  first  task  of  the  challenge  was  to  predict  mitoticscores,  i.e.,  to  reproduce  the  manual  method  of  assessing  tumor  proliferationby  a  pathologist.  The  second  task  was  to  predict  the  gene  expression  basedPAM50  proliferation  scores  from  the  WSI.  The  best  performing  automatic  methodfor  the  first  task  achieved  a  quadratic-weighted  Cohen's  kappa  score  of$\kappa$  =  0.567,  95%  CI  [0.464,  0.671]  between  the  predicted  scores  and  theground  truth.  For  the  second  task,  the  predictions  of  the  top  method  had  aSpearman's  correlation  coefficient  of  r  =  0.617,  95%  CI  [0.581  0.651]  with  theground  truth.  This  was  the  first  study  that  investigated  tumor  proliferationassessment  from  WSIs.  The  achieved  results  are  promising  given  the  difficultyof  the  tasks  and  weakly-labelled  nature  of  the  ground  truth.  However,  furtherresearch  is  needed  to  improve  the  practical  utility  of  image  analysis  methodsfor  this  task.</p>|2019-04-01  22:52:19.491332
http://arxiv.org/abs/1809.02223|Character-Aware  Decoder  for  Translation  into  Morphologically  Rich  Languages.  (arXiv:1809.02223v4  [cs.CL]  UPDATED)|<p>Neural  machine  translation  (NMT)  systems  operate  primarily  on  words  (orsubwords),  ignoring  lower-level  patterns  of  morphology.  We  present  acharacter-aware  decoder  designed  to  capture  such  patterns  when  translating  intomorphologically  rich  languages.  We  achieve  character-awareness  by  augmentingboth  the  softmax  and  embedding  layers  of  an  attention-based  encoder-decodermodel  with  convolutional  neural  networks  that  operate  on  the  spelling  of  aword.  To  investigate  performance  on  a  wide  variety  of  morphological  phenomena,we  translate  English  into  $14$  typologically  diverse  target  languages  using  theTED  multi-target  dataset.  In  this  low-resource  setting,  the  character-awaredecoder  provides  consistent  improvements  with  BLEU  score  gains  of  up  to$+3.05$.  In  addition,  we  analyze  the  relationship  between  the  gains  obtainedand  properties  of  the  target  language  and  find  evidence  that  our  model  doesindeed  exploit  morphological  patterns.</p>|2019-04-01  22:52:19.491363
http://arxiv.org/abs/1809.05929|Solving  for  multi-class:  a  survey  and  synthesis.  (arXiv:1809.05929v4  [stat.ML]  UPDATED)|<p>We  review  common  methods  of  solving  for  multi-class  from  binary  andgeneralize  them  to  a  common  framework.  Since  conditional  probabilties  areuseful  both  for  quantifying  the  accuracy  of  an  estimate  and  for  calibrationpurposes,  these  are  a  required  part  of  the  solution.  There  is  some  indicationthat  the  best  solution  for  multi-class  classification  is  dependent  on  theparticular  dataset.  As  such,  we  are  especially  interested  in  data-drivensolution  design,  whether  based  on  a  priori  considerations  or  empiricalexamination  of  the  data.  Numerical  results  indicate  that  while  aone-size-fits-all  solution  consisting  of  one-versus-one  is  appropriate  for  mostdatasets,  a  minority  will  benefit  from  a  more  customized  approach.  Thetechniques  discussed  in  this  paper  allow  for  a  large  variety  of  multi-classconfigurations  and  solution  methods  to  be  explored  so  as  to  optimizeclassification  accuracy,  accuracy  of  conditional  probabilities  and  speed.</p>|2019-04-01  22:52:19.491417
http://arxiv.org/abs/1809.10243|Segmentation  of  Skin  Lesions  and  their  Attributes  Using  Multi-Scale  Convolutional  Neural  Networks  and  Domain  Specific  Augmentations.  (arXiv:1809.10243v3  [cs.CV]  UPDATED)|<p>Computer-aided  diagnosis  systems  for  classification  of  different  type  of  skinlesions  have  been  an  active  field  of  research  in  recent  decades.  It  has  beenshown  that  introducing  lesions  and  their  attributes  masks  into  lesionclassification  pipeline  can  greatly  improve  the  performance.  In  this  paper,  wepropose  a  framework  by  incorporating  transfer  learning  for  segmenting  lesionsand  their  attributes  based  on  the  convolutional  neural  networks.  The  proposedframework  is  based  on  the  encoder-decoder  architecture  which  utilizes  a  varietyof  pre-trained  networks  in  the  encoding  path  and  generates  the  prediction  mapby  combining  multi-scale  information  in  decoding  path  using  a  pyramid  poolingmanner.  To  address  the  lack  of  training  data  and  increase  the  proposed  modelgeneralization,  an  extensive  set  of  novel  domain-specific  augmentation  routineshave  been  applied  to  simulate  the  real  variations  in  dermoscopy  images.Finally,  by  performing  broad  experiments  on  three  different  data  sets  obtainedfrom  International  Skin  Imaging  Collaboration  archive  (ISIC2016,  ISIC2017,  andISIC2018  challenges  data  sets),  we  show  that  the  proposed  method  outperformsother  state-of-the-art  approaches  for  ISIC2016  and  ISIC2017  segmentation  taskand  achieved  the  first  rank  on  the  leader-board  of  ISIC2018  attribute  detectiontask.</p>|2019-04-01  22:52:19.491451
http://arxiv.org/abs/1810.04369|$\epsilon$-Nash  Equilibria  for  Major  Minor  LQG  Mean  Field  Games  with  Partial  Observations  of  All  Agents.  (arXiv:1810.04369v2  [math.OC]  UPDATED)|<p>The  partially  observed  major  minor  LQG  and  nonlinear  mean  field  game  (PO  MMLQG  MFG)  systems  where  it  is  assumed  the  major  agent's  state  is  partiallyobserved  by  each  minor  agent,  and  the  major  agent  completely  observes  its  ownstate  have  been  analysed  in  the  literature.  In  this  paper,  PO  MM  LQG  MFGproblems  with  general  information  patterns  are  studied  where  (i)  the  majoragent  has  partial  observations  of  its  own  state,  and  (ii)  each  minor  agent  haspartial  observations  of  its  own  state  and  the  major  agent's  state.  Theassumption  of  partial  observations  by  all  agents  leads  to  a  new  situationinvolving  the  recursive  estimation  by  each  minor  agent  of  the  major  agent'sestimate  of  its  own  state.  For  a  general  case  of  indefinite  LQG  MFG  systems,the  existence  of  $\epsilon$-Nash  equilibria  together  with  the  individualagents'  control  laws  yielding  the  equilibria  are  established  via  the  SeparationPrinciple.</p>|2019-04-01  22:52:19.491486
http://arxiv.org/abs/1810.09948|Comments  on  "Towards  Unambiguous  Edge  Bundling:  Investigating  Confluent  Drawings  for  Network  Visualization".  (arXiv:1810.09948v2  [cs.CG]  UPDATED)|<p>Bach  et  al.  [1]  recently  presented  an  algorithm  for  constructing  confluentdrawings,  by  leveraging  power  graph  decomposition  to  generate  an  auxiliaryrouting  graph.  We  identify  two  problems  with  their  method  and  offer  a  singlesolution  to  solve  both.  We  then  recognize  a  limitation  regarding  planarity,  andhelp  to  guide  future  research  by  introducing  a  new  classification  of'power-confluent'  drawing.</p>|2019-04-01  22:52:19.491518
http://arxiv.org/abs/1811.00656|Exposing  DeepFake  Videos  By  Detecting  Face  Warping  Artifacts.  (arXiv:1811.00656v2  [cs.CV]  UPDATED)|<p>In  this  work,  we  describe  a  new  deep  learning  based  method  that  caneffectively  distinguish  AI-generated  fake  videos  (referred  to  as  {\em  DeepFake}videos  hereafter)  from  real  videos.  Our  method  is  based  on  the  observationsthat  current  DeepFake  algorithm  can  only  generate  images  of  limitedresolutions,  which  need  to  be  further  warped  to  match  the  original  faces  in  thesource  video.  Such  transforms  leave  distinctive  artifacts  in  the  resultingDeepFake  videos,  and  we  show  that  they  can  be  effectively  captured  byconvolutional  neural  networks  (CNNs).  Compared  to  previous  methods  which  use  alarge  amount  of  real  and  DeepFake  generated  images  to  train  CNN  classifier,  ourmethod  does  not  need  DeepFake  generated  images  as  negative  training  examplessince  we  target  the  artifacts  in  affine  face  warping  as  the  distinctive  featureto  distinguish  real  and  fake  images.  The  advantages  of  our  method  are  two-fold:(1)  Such  artifacts  can  be  simulated  directly  using  simple  image  processingoperations  on  a  image  to  make  it  as  negative  example.  Since  training  a  DeepFakemodel  to  generate  negative  examples  is  time-consuming  and  resource-demanding,our  method  saves  a  plenty  of  time  and  resources  in  training  data  collection;(2)  Since  such  artifacts  are  general  existed  in  DeepFake  videos  from  differentsources,  our  method  is  more  robust  compared  to  others.  Our  method  is  evaluatedon  two  sets  of  DeepFake  video  datasets  for  its  effectiveness  in  practice.</p>|2019-04-01  22:52:19.491549
http://arxiv.org/abs/1811.03199|Confusion2Vec:  Towards  Enriching  Vector  Space  Word  Representations  with  Representational  Ambiguities.  (arXiv:1811.03199v2  [cs.CL]  UPDATED)|<p>Word  vector  representations  are  a  crucial  part  of  Natural  Language  Processing(NLP)  and  Human  Computer  Interaction.  In  this  paper,  we  propose  a  novel  wordvector  representation,  Confusion2Vec,  motivated  from  the  human  speechproduction  and  perception  that  encodes  representational  ambiguity.  Humansemploy  both  acoustic  similarity  cues  and  contextual  cues  to  decode  informationand  we  focus  on  a  model  that  incorporates  both  sources  of  information.  Therepresentational  ambiguity  of  acoustics,  which  manifests  itself  in  wordconfusions,  is  often  resolved  by  both  humans  and  machines  through  contextualcues.  A  range  of  representational  ambiguities  can  emerge  in  various  domainsfurther  to  acoustic  perception,  such  as  morphological  transformations,paraphrasing  for  NLP  tasks  like  machine  translation  etc.  In  this  work,  wepresent  a  case  study  in  application  to  Automatic  Speech  Recognition  (ASR),where  the  word  confusions  are  related  to  acoustic  similarity.  We  presentseveral  techniques  to  train  an  acoustic  perceptual  similarity  representationambiguity.  We  term  this  Confusion2Vec  and  learn  on  unsupervised-generated  datafrom  ASR  confusion  networks  or  lattice-like  structures.  Appropriate  evaluationsfor  the  Confusion2Vec  are  formulated  for  gauging  acoustic  similarity  inaddition  to  semantic-syntactic  and  word  similarity  evaluations.  TheConfusion2Vec  is  able  to  model  word  confusions  efficiently,  withoutcompromising  on  the  semantic-syntactic  word  relations,  thus  effectivelyenriching  the  word  vector  space  with  extra  task  relevant  ambiguity  information.We  provide  an  intuitive  exploration  of  the  2-dimensional  Confusion2Vec  spaceusing  Principal  Component  Analysis  of  the  embedding  and  relate  to  semantic,syntactic  and  acoustic  relationships.  The  potential  of  Confusion2Vec  in  theutilization  of  uncertainty  present  in  lattices  is  demonstrated  through  smallexamples  relating  to  ASR  error  correction.</p>|2019-04-01  22:52:19.491582
http://arxiv.org/abs/1811.03706|Maximizing  Diversity  of  Opinion  in  Social  Networks.  (arXiv:1811.03706v2  [math.OC]  UPDATED)|<p>We  study  the  problem  of  maximizing  opinion  diversity  in  a  social  network  thatincludes  opinion  leaders  with  binary  opposing  opinions.  The  members  of  thenetwork  who  are  not  leaders  form  their  opinions  using  the  French-DeGroot  modelof  opinion  dynamics.  To  quantify  the  diversity  of  such  a  system,  we  adapt  twodiversity  measures  from  ecology  to  our  setting,  the  Simpson  Diversity  Index  andthe  Shannon  Index.  Using  these  two  measures,  we  formalize  the  problem  of  how  toplace  a  single  leader  with  opinion  1,  given  a  network  with  a  leader  withopinion  0,  so  as  to  maximize  the  opinion  diversity.  We  give  analyticalsolutions  to  these  problems  for  paths,  cycles,  and  trees,  and  we  highlight  ourresults  through  a  numerical  example.</p>|2019-04-01  22:52:19.491612
http://arxiv.org/abs/1811.04918|Learning  and  Generalization  in  Overparameterized  Neural  Networks,  Going  Beyond  Two  Layers.  (arXiv:1811.04918v4  [cs.LG]  UPDATED)|<p>Neural  networks  have  great  success  in  many  machine  learning  applications,  butthe  fundamental  learning  theory  behind  them  remains  largely  unsolved.  Learningneural  networks  is  NP-hard,  but  in  practice,  simple  algorithms  like  stochasticgradient  descent  (SGD)  often  produce  good  solutions.  Moreover,  it  is  observedthat  overparameterization  (that  is,  designing  networks  whose  number  ofparameters  is  larger  than  statistically  needed  to  perfectly  fit  the  trainingdata)  improves  both  optimization  and  generalization,  appearing  to  contradicttraditional  learning  theory.</p><p>In  this  work,  we  prove  that  using  overparameterized  neural  networks  withrectified  linear  units,  one  can  (improperly)  learn  some  notable  hypothesisclasses,  including  two  and  three-layer  neural  networks  with  fewer  parametersand  smooth  activations.  Moreover,  the  learning  process  can  be  simply  done  bySGD  or  its  variants  in  polynomial  time  using  polynomially  many  samples.  We  alsoshow  that  for  a  fixed  sample  size,  the  population  risk  of  the  solution  found  bysome  SGD  variant  can  be  made  almost  independent  of  the  number  of  parameters  inthe  overparameterized  network.</p>|2019-04-01  22:52:19.491643
http://arxiv.org/abs/1811.07619|Adversarial  Soft-detection-based  Aggregation  Network  for  Image  Retrieval.  (arXiv:1811.07619v3  [cs.CV]  UPDATED)|<p>In  recent  year,  the  compact  representations  based  on  activations  ofConvolutional  Neural  Network  (CNN)  achieve  remarkable  performance  in  imageretrieval.  However,  retrieval  of  some  interested  object  that  only  takes  up  asmall  part  of  the  whole  image  is  still  a  challenging  problem.  Therefore,  it  issignificant  to  extract  the  discriminative  representations  that  contain  regionalinformation  of  the  pivotal  small  object.  In  this  paper,  we  propose  a  noveladversarial  soft-detection-based  aggregation  (ASDA)  method  free  from  boundingbox  annotations  for  image  retrieval,  based  on  adversarial  detector  and  softregion  proposal  layer.  Our  trainable  adversarial  detector  generates  semanticmaps  based  on  adversarial  erasing  strategy  to  preserve  more  discriminative  anddetailed  information.  Computed  based  on  semantic  maps  corresponding  to  variousdiscriminative  patterns  and  semantic  contents,  our  soft  region  proposal  isarbitrary  shape  rather  than  only  rectangle  and  it  reflects  the  significance  ofobjects.  The  aggregation  based  on  trainable  soft  region  proposal  highlightsdiscriminative  semantic  contents  and  suppresses  the  noise  of  background.</p><p>We  conduct  comprehensive  experiments  on  standard  image  retrieval  datasets.Our  weakly  supervised  ASDA  method  achieves  state-of-the-art  performance  on  mostdatasets.  The  results  demonstrate  that  the  proposed  ASDA  method  is  effectivefor  image  retrieval.</p>|2019-04-01  22:52:19.491674
http://arxiv.org/abs/1811.10719|Learning  View  Priors  for  Single-view  3D  Reconstruction.  (arXiv:1811.10719v2  [cs.CV]  UPDATED)|<p>There  is  some  ambiguity  in  the  3D  shape  of  an  object  when  the  number  ofobserved  views  is  small.  Because  of  this  ambiguity,  although  a  3D  objectreconstructor  can  be  trained  using  a  single  view  or  a  few  views  per  object,reconstructed  shapes  only  fit  the  observed  views  and  appear  incorrect  from  theunobserved  viewpoints.  To  reconstruct  shapes  that  look  reasonable  from  anyviewpoint,  we  propose  to  train  a  discriminator  that  learns  prior  knowledgeregarding  possible  views.  The  discriminator  is  trained  to  distinguish  thereconstructed  views  of  the  observed  viewpoints  from  those  of  the  unobservedviewpoints.  The  reconstructor  is  trained  to  correct  unobserved  views  by  foolingthe  discriminator.  Our  method  outperforms  current  state-of-the-art  methods  onboth  synthetic  and  natural  image  datasets;  this  validates  the  effectiveness  ofour  method.</p>|2019-04-01  22:52:19.491704
http://arxiv.org/abs/1811.11742|3D  human  pose  estimation  in  video  with  temporal  convolutions  and  semi-supervised  training.  (arXiv:1811.11742v2  [cs.CV]  UPDATED)|<p>In  this  work,  we  demonstrate  that  3D  poses  in  video  can  be  effectivelyestimated  with  a  fully  convolutional  model  based  on  dilated  temporalconvolutions  over  2D  keypoints.  We  also  introduce  back-projection,  a  simple  andeffective  semi-supervised  training  method  that  leverages  unlabeled  video  data.We  start  with  predicted  2D  keypoints  for  unlabeled  video,  then  estimate  3Dposes  and  finally  back-project  to  the  input  2D  keypoints.  In  the  supervisedsetting,  our  fully-convolutional  model  outperforms  the  previous  best  resultfrom  the  literature  by  6  mm  mean  per-joint  position  error  on  Human3.6M,corresponding  to  an  error  reduction  of  11%,  and  the  model  also  showssignificant  improvements  on  HumanEva-I.  Moreover,  experiments  withback-projection  show  that  it  comfortably  outperforms  previous  state-of-the-artresults  in  semi-supervised  settings  where  labeled  data  is  scarce.  Code  andmodels  are  available  at  https://github.com/facebookresearch/VideoPose3D</p>|2019-04-01  22:52:19.491734
http://arxiv.org/abs/1811.12197|Iterative  Residual  CNNs  for  Burst  Photography  Applications.  (arXiv:1811.12197v2  [cs.CV]  UPDATED)|<p>Modern  inexpensive  imaging  sensors  suffer  from  inherent  hardware  constraintswhich  often  result  in  captured  images  of  poor  quality.  Among  the  most  commonways  to  deal  with  such  limitations  is  to  rely  on  burst  photography,  whichnowadays  acts  as  the  backbone  of  all  modern  smartphone  imaging  applications.  Inthis  work,  we  focus  on  the  fact  that  every  frame  of  a  burst  sequence  can  beaccurately  described  by  a  forward  (physical)  model.  This  in  turn  allows  us  torestore  a  single  image  of  higher  quality  from  a  sequence  of  low  quality  imagesas  the  solution  of  an  optimization  problem.  Inspired  by  an  extension  of  thegradient  descent  method  that  can  handle  non-smooth  functions,  namely  theproximal  gradient  descent,  and  modern  deep  learning  techniques,  we  propose  aconvolutional  iterative  network  with  a  transparent  architecture.  Our  network,uses  a  burst  of  low  quality  image  frames  and  is  able  to  produce  an  output  ofhigher  image  quality  recovering  fine  details  which  are  not  distinguishable  inany  of  the  original  burst  frames.  We  focus  both  on  the  burst  photographypipeline  as  a  whole,  i.e.  burst  demosaicking  and  denoising,  as  well  as  on  thetraditional  Gaussian  denoising  task.  The  developed  method  demonstratesconsistent  state-of-the  art  performance  across  the  two  tasks  and  as  opposed  toother  recent  deep  learning  approaches  does  not  have  any  inherent  restrictionseither  to  the  number  of  frames  or  their  ordering.  Code  can  be  found  athttps://fkokkinos.github.io/deep_burst/</p>|2019-04-01  22:52:19.491765
http://arxiv.org/abs/1811.12784|The  GAN  that  Warped:  Semantic  Attribute  Editing  with  Unpaired  Data.  (arXiv:1811.12784v2  [cs.CV]  UPDATED)|<p>Deep  neural  networks  have  recently  been  used  to  edit  images  with  greatsuccess,  in  particular  for  faces.  However,  they  are  often  limited  to  only  beingable  to  work  at  a  restricted  range  of  resolutions.  Many  methods  are  so  flexiblethat  face  edits  can  often  result  in  an  unwanted  loss  of  identity.  This  workproposes  to  learn  how  to  perform  semantic  image  edits  through  the  applicationof  smooth  warp  fields.  Previous  approaches  that  attempted  to  use  warping  forsemantic  edits  required  paired  data,  i.e.  example  images  of  the  same  subjectwith  different  semantic  attributes.  In  contrast,  we  employ  recent  advances  inGenerative  Adversarial  Networks  that  allow  our  model  to  be  trained  withunpaired  data.  We  demonstrate  face  editing  at  very  high  resolutions  (4k  images)with  a  single  forward  pass  of  a  deep  network  at  a  lower  resolution.  We  alsoshow  that  our  edits  are  substantially  better  at  preserving  the  subject'sidentity.</p>|2019-04-01  22:52:19.491795
http://arxiv.org/abs/1812.00573|Towards  Visual  Feature  Translation.  (arXiv:1812.00573v2  [cs.CV]  UPDATED)|<p>Most  existing  visual  search  systems  are  deployed  based  upon  fixed  kinds  ofvisual  features,  which  prohibits  the  feature  reusing  across  different  systemsor  when  upgrading  systems  with  a  new  type  of  feature.  Such  a  setting  isobviously  inflexible  and  time/memory  consuming,  which  is  indeed  mendable  ifvisual  features  can  be  "translated"  across  systems.  In  this  paper,  we  make  thefirst  attempt  towards  visual  feature  translation  to  break  through  the  barrierof  using  features  across  different  visual  search  systems.  To  this  end,  wepropose  a  Hybrid  Auto-Encoder  (HAE)  to  translate  visual  features,  which  learnsa  mapping  by  minimizing  the  translation  and  reconstruction  errors.  Based  uponHAE,  an  Undirected  Affinity  Measurement  (UAM)  is  further  designed  to  quantifythe  affinity  among  different  types  of  visual  features.  Extensive  experimentshave  been  conducted  on  several  public  datasets  with  sixteen  different  types  ofwidely-used  features  in  visual  search  systems.  Quantitative  results  show  theencouraging  possibilities  of  feature  translation.  For  the  first  time,  theaffinity  among  widely-used  features  like  SIFT  and  DELF  is  reported.</p>|2019-04-01  22:52:19.491826
http://arxiv.org/abs/1812.01946|Unsupervised  Generation  of  Optical  Flow  Datasets.  (arXiv:1812.01946v3  [cs.CV]  UPDATED)|<p>Dense  optical  flow  ground  truths  of  non-rigid  motion  for  real-world  imagesare  not  available  due  to  the  non-intuitive  annotation.  Aiming  at  trainingoptical  flow  deep  networks,  we  present  an  unsupervised  algorithm  to  generateoptical  flow  ground  truth  from  real-world  videos.  The  algorithm  extracts  andmatches  objects  of  interest  from  pairs  of  images  in  videos  to  find  initialconstraints,  and  applies  as-rigid-as-possible  deformation  over  the  objects  ofinterest  to  obtain  dense  flow  fields.  The  ground  truth  correctness  is  enforcedby  warping  the  objects  in  the  first  frames  using  the  flow  fields.  We  apply  thealgorithm  on  the  DAVIS  dataset  to  obtain  optical  flow  ground  truths  fornon-rigid  movement  of  real-world  objects,  using  either  ground  truth  orpredicted  segmentation.  We  discuss  several  methods  to  increase  the  optical  flowvariations  in  the  dataset.  Extensive  experimental  results  show  that  training  onnon-rigid  real  motion  is  beneficial  compared  to  training  on  rigid  syntheticdata.  Moreover,  we  show  that  our  pipeline  generates  training  data  suitable  totrain  successfully  FlowNet-S,  PWC-Net,  and  LiteFlowNet  deep  networks.</p>|2019-04-01  22:52:19.491857
http://arxiv.org/abs/1812.02849|A  Survey  of  Unsupervised  Deep  Domain  Adaptation.  (arXiv:1812.02849v2  [cs.LG]  UPDATED)|<p>Deep  learning  has  produced  state-of-the-art  results  for  a  variety  of  tasks.While  such  approaches  for  supervised  learning  have  performed  well,  they  assumethat  training  and  testing  data  are  drawn  from  the  same  distribution,  which  maynot  always  be  the  case.  As  a  complement  to  this  challenge,  unsupervised  domainadaptation  can  handle  situations  where  a  network  is  trained  on  labeled  datafrom  a  source  domain  and  unlabeled  data  from  a  related  but  different  targetdomain  with  the  goal  of  performing  well  at  test-time  on  the  target  domain.  Manyunsupervised  deep  domain  adaptation  approaches  have  thus  been  developed.  Thissurvey  will  compare  these  approaches  by  examining  alternative  methods,  theunique  and  common  elements,  results,  and  theoretical  insights.  We  follow  thiswith  a  look  at  application  areas  and  open  research  directions.</p>|2019-04-01  22:52:19.491888
http://arxiv.org/abs/1812.03952|A  Scalable  Thermal  Reservoir  Simulator  for  Giant  Models  on  Parallel  Computers.  (arXiv:1812.03952v8  [cs.CE]  UPDATED)|<p>This  paper  introduces  the  model,  numerical  methods,  algorithms  and  parallelimplementation  of  a  thermal  reservoir  simulator  that  designed  for  numericalsimulations  of  thermal  reservoir  with  multiple  components  in  three  dimensionaldomain  using  distributed-memory  parallel  computers.  Its  full  mathematical  modelis  introduced  with  correlations  for  important  properties  and  well  modeling.Various  well  constraints,  such  as  fixed  bottom  hole  pressure,  fixed  oil,  water,gas  and  liquid  rates,  constant  heat  transfer  model,  convective  heat  transfermodel,  heater  model  (temperature  control,  rate  control,  dual  rate/temperaturecontrol),  and  subcool  (steam  trap),  are  introduced  in  details,  including  theirmathematical  models  and  methods.  Efficient  numerical  methods  and  parallelcomputing  technologies  are  presented.  The  simulator  is  designed  for  giantmodels  with  billions  or  even  trillions  of  grid  blocks  using  hundreds  ofthousands  of  CPUs.  Numerical  experiments  show  that  our  results  match  commercialsimulators,  which  confirms  the  correctness  of  our  methods  and  implementations.SAGD  simulation  with  15106  well  pairs  is  also  presented  to  study  theeffectiveness  of  our  numerical  methods.  Scalability  testings  demonstrate  thatour  simulator  can  handle  giant  models  with  over  200  billion  grid  blocks  using98,000  CPU  cores  and  the  simulator  has  good  scalability.</p>|2019-04-01  22:52:19.491920
http://arxiv.org/abs/1812.04948|A  Style-Based  Generator  Architecture  for  Generative  Adversarial  Networks.  (arXiv:1812.04948v3  [cs.NE]  UPDATED)|<p>We  propose  an  alternative  generator  architecture  for  generative  adversarialnetworks,  borrowing  from  style  transfer  literature.  The  new  architecture  leadsto  an  automatically  learned,  unsupervised  separation  of  high-level  attributes(e.g.,  pose  and  identity  when  trained  on  human  faces)  and  stochastic  variationin  the  generated  images  (e.g.,  freckles,  hair),  and  it  enables  intuitive,scale-specific  control  of  the  synthesis.  The  new  generator  improves  thestate-of-the-art  in  terms  of  traditional  distribution  quality  metrics,  leads  todemonstrably  better  interpolation  properties,  and  also  better  disentangles  thelatent  factors  of  variation.  To  quantify  interpolation  quality  anddisentanglement,  we  propose  two  new,  automated  methods  that  are  applicable  toany  generator  architecture.  Finally,  we  introduce  a  new,  highly  varied  andhigh-quality  dataset  of  human  faces.</p>|2019-04-01  22:52:19.491950
http://arxiv.org/abs/1812.06570|Defense-VAE:  A  Fast  and  Accurate  Defense  against  Adversarial  Attacks.  (arXiv:1812.06570v2  [cs.CV]  UPDATED)|<p>Deep  neural  networks  (DNNs)  have  been  enormously  successful  across  a  varietyof  prediction  tasks.  However,  recent  research  shows  that  DNNs  are  particularlyvulnerable  to  adversarial  attacks,  which  poses  a  serous  threat  to  theirapplications  in  security-sensitive  systems.  In  this  paper,  we  propose  a  simpleyet  effective  defense  algorithm  Defense-VAE  that  uses  variational  autoencoder(VAE)  to  purge  adversarial  perturbations  from  contaminated  images.  The  proposedmethod  is  generic  and  can  defend  white-box  and  black-box  attacks  without  theneed  of  retraining  the  original  CNN  classifiers,  and  can  further  strengthen  thedefense  by  retraining  CNN  or  end-to-end  finetuning  the  whole  pipeline.  Inaddition,  the  proposed  method  is  very  efficient  compared  to  theoptimization-based  alternatives,  such  as  Defense-GAN,  since  no  iterativeoptimization  is  needed  for  online  prediction.  Extensive  experiments  on  MNIST,Fashion-MNIST,  CelebA  and  CIFAR-10  demonstrate  the  superior  defense  accuracy  ofDefense-VAE  compared  to  Defense-GAN,  while  being  50x  faster  than  the  latter.This  makes  Defense-VAE  widely  deployable  in  real-time  security-sensitivesystems.  We  plan  to  open  source  our  implementation  to  facilitate  the  researchin  this  area.</p>|2019-04-01  22:52:19.491980
http://arxiv.org/abs/1812.09638|AEPecker:  L0  Adversarial  Examples  are  not  Strong  Enough.  (arXiv:1812.09638v2  [cs.CR]  UPDATED)|<p>Despite  the  great  achievements  made  by  neural  networks  on  tasks  such  as  imageclassification,  they  are  brittle  and  vulnerable  to  adversarial  examples  (AEs).By  adding  adversarial  noise  to  input  images,  adversarial  examples  can  becrafted  to  mislead  neural  network  based  image  classifiers.  One  type  of  AEattack  in  particular,  known  as  an  L0  AE,  has  been  used  in  several  notablereal-world  incidents.  Our  observation  is  that,  while  L0  corruptions  modify  asfew  pixels  as  possible,  they  tend  to  cause  large-amplitude  perturbations  to  themodified  pixels.  We  consider  this  to  be  an  inherent  limitation  of  L0  AEs  whichcan  be  exploited.  To  show  the  weakness  of  L0  AEs,  we  thwart  samples  of  theseattacks  by  both  detecting  and  rectifying  them.  The  main  novelty  of  the  proposeddetector  is  that  we  convert  the  AE  detection  problem  into  an  image  comparisonproblem  by  exploiting  the  inherent  characteristics  of  L0  AEs.  More  concretely,given  an  image  I,  it  is  pre-processed  to  obtain  another  image  I'.  We  use  aSiamese  network  which  is  known  to  be  effective  in  comparison,  to  take  I  and  I'as  the  input  pair.  A  well  trained  Siamese  network  can  automatically  capture  thediscrepancy  between  I  and  I'  to  detect  L0  noises.  In  addition,  thestraightforward  pre-processor  based  on  heuristics  can  be  deployed  as  aneffective  defense,  having  a  high  probability  of  removing  the  adversarialinfluence  of  L0  perturbations.  The  proposed  technique  shows  not  only  a  highaccuracy  but  also  a  resilience  to  the  adaptive  adversary,  which  outperformsother  state-of-the-art  methods.  We  accordingly  argue  that  L0  attacks  are  notstrong  enough.</p>|2019-04-01  22:52:19.492031
