link|title|description
http://arxiv.org/abs/1901.00434|The  capacity  of  feedforward  neural  networks.  (arXiv:1901.00434v2  [cs.LG]  UPDATED)|"<p>A  long  standing  open  problem  in  the  theory  of  neural  networks  is  thedevelopment  of  quantitative  methods  to  estimate  and  compare  the  capabilities  ofdifferent  architectures.  Here  we  define  the  capacity  of  an  architecture  by  thebinary  logarithm  of  the  number  of  functions  it  can  compute,  as  the  synapticweights  are  varied.  The  capacity  provides  an  upper  bound  on  the  number  of  bitsthat  can  be  extracted  from  the  training  data  and  stored  in  the  architectureduring  learning.  We  study  the  capacity  of  layered,  fully-connected,architectures  of  linear  threshold  neurons  with  $L$  layers  of  size  $n_1,n_2,ldots,  n_L$  and  show  that  in  essence  the  capacity  is  given  by  a  cubicpolynomial  in  the  layer  sizes:  $C(n_1,ldots,  n_L)=sum_{k=1}^{L-1}min(n_1,ldots,n_k)n_kn_{k+1}$,  where  layers  that  are  smaller  than  allprevious  layers  act  as  bottlenecks.  In  proving  the  main  result,  we  also  developnew  techniques  (multiplexing,  enrichment,  and  stacking)  as  well  as  new  boundson  the  capacity  of  finite  sets.  We  use  the  main  result  to  identifyarchitectures  with  maximal  or  minimal  capacity  under  a  number  of  naturalconstraints.  This  leads  to  the  notion  of  structural  regularization  for  deeparchitectures.  While  in  general,  everything  else  being  equal,  shallow  networkscompute  more  functions  than  deep  networks,  the  functions  computed  by  deepnetworks  are  more  regular  and  ""interesting"".</p>"
http://arxiv.org/abs/1901.01660|Deeper  and  Wider  Siamese  Networks  for  Real-Time  Visual  Tracking.  (arXiv:1901.01660v3  [cs.CV]  UPDATED)|<p>Siamese  networks  have  drawn  great  attention  in  visual  tracking  because  oftheir  balanced  accuracy  and  speed.  However,  the  backbone  networks  used  inSiamese  trackers  are  relatively  shallow,  such  as  AlexNet  [18],  which  does  notfully  take  advantage  of  the  capability  of  modern  deep  neural  networks.  In  thispaper,  we  investigate  how  to  leverage  deeper  and  wider  convolutional  neuralnetworks  to  enhance  tracking  robustness  and  accuracy.  We  observe  that  directreplacement  of  backbones  with  existing  powerful  architectures,  such  as  ResNet[14]  and  Inception  [33],  does  not  bring  improvements.  The  main  reasons  are  that1)large  increases  in  the  receptive  field  of  neurons  lead  to  reduced  featurediscriminability  and  localization  precision;  and  2)  the  network  padding  forconvolutions  induces  a  positional  bias  in  learning.  To  address  these  issues,  wepropose  new  residual  modules  to  eliminate  the  negative  impact  of  padding,  andfurther  design  new  architectures  using  these  modules  with  controlled  receptivefield  size  and  network  stride.  The  designed  architectures  are  lightweight  andguarantee  real-time  tracking  speed  when  applied  to  SiamFC  [2]  and  SiamRPN  [20].Experiments  show  that  solely  due  to  the  proposed  network  architectures,  ourSiamFC+  and  SiamRPN+  obtain  up  to  9.8%/5.7%  (AUC),  23.3%/8.8%  (EAO)  and24.4%/25.0%  (EAO)  relative  improvements  over  the  original  versions  [2,  20]  onthe  OTB-15,  VOT-16  and  VOT-17  datasets,  respectively.</p>
http://arxiv.org/abs/1901.01894|Resilient  Design  of  5G  Mobile-Edge  Computing  Over  Intermittent  mmWave  Links.  (arXiv:1901.01894v3  [cs.IT]  UPDATED)|<p>Two  enablers  of  the  5th  Generation  (5G)  of  mobile  communication  systems  arethe  high  data  rates  achievable  with  millimeter-wave  radio  signals  and  thecloudification  of  the  network's  mobile  edge,  made  possible  also  by  Multi-accessEdge  Computing  (MEC).  In  5G  networks,  user  devices  may  exploit  the  highcapacity  of  their  mobile  connection  and  the  computing  capabilities  of  the  edgecloud  to  offload  computational  tasks  to  MEC  servers,  which  run  applications  ondevices'  behalf.  This  paper  investigates  new  methods  to  perform  power-  andlatency-constrained  offloading.  First,  aiming  to  minimize  user  devices'transmit  power,  the  opportunity  to  exploit  concurrent  communication  linksbetween  the  device  and  the  edge  cloud  is  studied.  The  optimal  number  ofchannels  for  simultaneous  transmission  is  characterized  in  a  deterministic  anda  probabilistic  scenario.  Subsequently,  blocking  events  that  obstructmillimeter-wave  channels  making  them  `intermittent'  are  considered.  Resourceoverprovisioning  and  error-correcting  codes  against  asymmetric  block  erasuresare  proposed  to  jointly  contrast  blocking  and  exploit  multi-linkcommunications'  diversity.  The  asymmetric  block-erasure  channel  ischaracterized  by  a  study  of  its  outage  probability.  The  analysis  is  performedin  a  framework  that  yields  closed-form  expressions.  These,  together  withcorroborating  numerical  results,  are  intended  to  provide  reference  points  andbounds  to  optimal  performance  in  practical  applications.</p>
http://arxiv.org/abs/1901.02360|Sum-of-square-of-rational-function  based  representations  of  positive  semidefinite  polynomial  matrices.  (arXiv:1901.02360v2  [math.OC]  UPDATED)|"<p>The  paper  proves  sum-of-square-of-rational-function  based  representations(shortly,  sosrf-based  representations)  of  polynomial  matrices  that  are  positivesemidefinite  on  some  special  sets:  $mathbb{R}^n;$  $mathbb{R}$  and  itsintervals  $[a,b]$,  $[0,infty)$;  and  the  strips  $[a,b]  	imes  mathbb{R}subset  mathbb{R}^2.$  A  method  for  numerically  computing  such  representationsis  also  presented.  The  methodology  is  divided  into  two  stages:</p><p>(S1)  diagonalizing  the  initial  polynomial  matrix  based  on  the  Schm""{u}dgen'sprocedure  cite{Schmudgen09};</p><p>(S2)  for  each  diagonal  element  of  the  resulting  matrix,  find  its  low  ranksosrf-representation  satisfying  the  Artin's  theorem  solving  the  Hilbert's  17thproblem.</p><p>Some  numerical  tests  and  illustrations  with  	extsf{OCTAVE}  are  alsopresented  for  each  type  of  polynomial  matrices.</p>"
http://arxiv.org/abs/1901.04240|Semi-supervised  Learning  with  Graphs:  Covariance  Based  Superpixels  For  Hyperspectral  Image  Classification.  (arXiv:1901.04240v3  [cs.CV]  UPDATED)|<p>In  this  paper,  we  present  a  graph-based  semi-supervised  framework  forhyperspectral  image  classification.  We  first  introduce  a  novel  superpixelalgorithm  based  on  the  spectral  covariance  matrix  representation  of  pixels  toprovide  a  better  representation  of  our  data.  We  then  construct  a  superpixelgraph,  based  on  carefully  considered  feature  vectors,  before  performingclassification.  We  demonstrate,  through  a  set  of  experimental  results  using  twobenchmarking  datasets,  that  our  approach  outperforms  three  state-of-the-artclassification  frameworks,  especially  when  an  extremely  small  amount  oflabelled  data  is  used.</p>
http://arxiv.org/abs/1901.06523|Frequency  Principle:  Fourier  Analysis  Sheds  Light  on  Deep  Neural  Networks.  (arXiv:1901.06523v3  [cs.LG]  UPDATED)|<p>We  study  the  training  process  of  Deep  Neural  Networks  (DNNs)  from  the  Fourieranalysis  perspective.  Our  starting  point  is  a  Frequency  Principle  (F-Principle)---  DNNs  initialized  with  small  parameters  often  fit  target  functions  from  lowto  high  frequencies  ---  which  was  first  proposed  by  Xu  et  al.  (2018)  andRahaman  et  al.  (2018)  on  synthetic  datasets.  In  this  work,  we  first  show  theuniversality  of  the  F-Principle  by  demonstrating  this  phenomenon  onhigh-dimensional  benchmark  datasets,  such  as  MNIST  and  CIFAR10.  Then,  based  onexperiments,  we  show  that  the  F-Principle  provides  insight  into  both  thesuccess  and  failure  of  DNNs  in  different  types  of  problems.  Based  on  theF-Principle,  we  further  propose  that  DNN  can  be  adopted  to  accelerate  theconvergence  of  low  frequencies  for  scientific  computing  problems,  in  which  mostof  the  conventional  methods  (e.g.,  Jacobi  method)  exhibit  the  oppositeconvergence  behavior  ---  faster  convergence  for  higher  frequencies.  Finally,  weprove  a  theorem  for  DNNs  of  one  hidden  layer  as  a  first  step  towards  amathematical  explanation  of  the  F-Principle.  Our  work  indicates  that  theF-Principle  with  Fourier  analysis  is  a  promising  approach  to  the  study  of  DNNsbecause  it  seems  ubiquitous,  applicable,  and  explainable.</p>
http://arxiv.org/abs/1901.06731|Four  Deviations  Suffice  for  Rank  1  Matrices.  (arXiv:1901.06731v2  [math.CO]  UPDATED)|"<p>We  prove  a  matrix  discrepancy  bound  that  strengthens  the  famousKadison-Singer  result  of  Marcus,  Spielman,  and  Srivastava.  Consider  anyindependent  scalar  random  variables  $xi_1,  ldots,  xi_n$  with  finite  support,e.g.</p><p>${  pm  1  }$  or  ${  0,1  }$-valued  random  variables,  or  some  combinationthereof.  Let  $u_1,  dots,  u_n  in  mathbb{C}^m$  and  $$  sigma^2  =  left |sum_{i=1}^n  	ext{Var}[  xi_i  ]  (u_i  u_i^{*})^2  ight |.  $$  Then  there  existsa  choice  of  outcomes  $varepsilon_1,ldots,varepsilon_n$  in  the  support  of$xi_1,  ldots,  xi_n$  s.t.  $$  left   |sum_{i=1}^n  mathbb{E}  [  xi_i]  u_iu_i^*  -  sum_{i=1}^n  varepsilon_i  u_i  u_i^*  ight   |  leq  4  sigma.  $$  Asimple  consequence  of  our  result  is  an  improvement  of  a  Lyapunov-type  theoremof  Akemann  and  Weaver.</p>"
http://arxiv.org/abs/1901.07298|Online  Estimation  of  Multiple  Dynamic  Graphs  in  Pattern  Sequences.  (arXiv:1901.07298v2  [stat.ML]  UPDATED)|<p>Sequences  of  correlated  binary  patterns  can  represent  many  time-series  dataincluding  text,  movies,  and  biological  signals.  These  patterns  may  be  describedby  weighted  combinations  of  a  few  dominant  structures  that  underpin  specificinteractions  among  the  binary  elements.  To  extract  the  dominant  correlationstructures  and  their  contributions  to  generating  data  in  a  time-dependentmanner,  we  model  the  dynamics  of  binary  patterns  using  the  state-space  model  ofan  Ising-type  network  that  is  composed  of  multiple  undirected  graphs.  Weprovide  a  sequential  Bayes  algorithm  to  estimate  the  dynamics  of  weights  on  thegraphs  while  gaining  the  graph  structures  online.  This  model  can  uncoveroverlapping  graphs  underlying  the  data  better  than  a  traditional  orthogonaldecomposition  method,  and  outperforms  an  original  time-dependent  Ising  model.We  assess  the  performance  of  the  method  by  simulated  data,  and  demonstrate  thatspontaneous  activity  of  cultured  hippocampal  neurons  is  represented  by  dynamicsof  multiple  graphs.</p>
http://arxiv.org/abs/1901.08991|Diffusion  Variational  Autoencoders.  (arXiv:1901.08991v2  [cs.LG]  UPDATED)|<p>A  standard  Variational  Autoencoder,  with  a  Euclidean  latent  space,  isstructurally  incapable  of  capturing  topological  properties  of  certain  datasets.To  remove  topological  obstructions,  we  introduce  Diffusion  VariationalAutoencoders  with  arbitrary  manifolds  as  a  latent  space.  A  DiffusionVariational  Autoencoder  uses  transition  kernels  of  Brownian  motion  on  themanifold.  In  particular,  it  uses  properties  of  the  Brownian  motion  to  implementthe  reparametrization  trick  and  fast  approximations  to  the  KL  divergence.  Weshow  that  the  Diffusion  Variational  Autoencoder  is  capable  of  capturingtopological  properties  of  synthetic  datasets.  Additionally,  we  train  MNIST  onspheres,  tori,  projective  spaces,  SO(3),  and  a  torus  embedded  in  R3.  Although  anatural  dataset  like  MNIST  does  not  have  latent  variables  with  a  clear-cuttopological  structure,  training  it  on  a  manifold  can  still  highlighttopological  and  geometrical  properties.</p>
http://arxiv.org/abs/1901.09221|Progressive  Image  Deraining  Networks:  A  Better  and  Simpler  Baseline.  (arXiv:1901.09221v2  [cs.CV]  UPDATED)|<p>Along  with  the  deraining  performance  improvement  of  deep  networks,  theirstructures  and  learning  become  more  and  more  complicated  and  diverse,  making  itdifficult  to  analyze  the  contribution  of  various  network  modules  whendeveloping  new  deraining  networks.  To  handle  this  issue,  this  paper  provides  abetter  and  simpler  baseline  deraining  network  by  considering  networkarchitecture,  input  and  output,  and  loss  functions.  Specifically,  by  repeatedlyunfolding  a  shallow  ResNet,  progressive  ResNet  (PRN)  is  proposed  to  takeadvantage  of  recursive  computation.  A  recurrent  layer  is  further  introduced  toexploit  the  dependencies  of  deep  features  across  stages,  forming  ourprogressive  recurrent  network  (PReNet).  Furthermore,  intra-stage  recursivecomputation  of  ResNet  can  be  adopted  in  PRN  and  PReNet  to  notably  reducenetwork  parameters  with  graceful  degradation  in  deraining  performance.  Fornetwork  input  and  output,  we  take  both  stage-wise  result  and  original  rainyimage  as  input  to  each  ResNet  and  finally  output  the  prediction  of  {residualimage}.  As  for  loss  functions,  single  MSE  or  negative  SSIM  losses  aresufficient  to  train  PRN  and  PReNet.  Experiments  show  that  PRN  and  PReNetperform  favorably  on  both  synthetic  and  real  rainy  images.  Considering  itssimplicity,  efficiency  and  effectiveness,  our  models  are  expected  to  serve  as  asuitable  baseline  in  future  deraining  research.  The  source  codes  are  availableat  https://github.com/csdwren/PReNet.</p>
http://arxiv.org/abs/1901.10593|Decentralized  Online  Learning:  Take  Benefits  from  Others'  Data  without  Sharing  Your  Own  to  Track  Global  Trend.  (arXiv:1901.10593v3  [cs.LG]  UPDATED)|<p>Decentralized  Online  Learning  (online  learning  in  decentralized  networks)attracts  more  and  more  attention,  since  it  is  believed  that  DecentralizedOnline  Learning  can  help  the  data  providers  cooperatively  better  solve  theironline  problems  without  sharing  their  private  data  to  a  third  party  or  otherproviders.  Typically,  the  cooperation  is  achieved  by  letting  the  data  providersexchange  their  models  between  neighbors,  e.g.,  recommendation  model.  However,the  best  regret  bound  for  a  decentralized  online  learning  algorithm  is$Ocal{nsqrt{T}}$,  where  $n$  is  the  number  of  nodes  (or  users)  and  $T$  is  thenumber  of  iterations.  This  is  clearly  insignificant  since  this  bound  can  beachieved  emph{without}  any  communication  in  the  networks.  This  reminds  us  toask  a  fundamental  question:  emph{Can  people  really  get  benefit  from  thedecentralized  online  learning  by  exchanging  information?}  In  this  paper,  westudied  when  and  why  the  communication  can  help  the  decentralized  onlinelearning  to  reduce  the  regret.  Specifically,  each  loss  function  ischaracterized  by  two  components:  the  adversarial  component  and  the  stochasticcomponent.  Under  this  characterization,  we  show  that  decentralized  onlinegradient  (DOG)  enjoys  a  regret  bound  $Ocal{nsqrt{T}G  +  sqrt{nT}sigma}$,where  $G$  measures  the  magnitude  of  the  adversarial  component  in  the  privatedata  (or  equivalently  the  local  loss  function)  and  $sigma$  measures  therandomness  within  the  private  data.  This  regret  suggests  that  people  can  getbenefits  from  the  randomness  in  the  private  data  by  exchanging  privateinformation.  Another  important  contribution  of  this  paper  is  to  consider  thedynamic  regret  --  a  more  practical  regret  to  track  users'  interest  dynamics.Empirical  studies  are  also  conducted  to  validate  our  analysis.</p>
http://arxiv.org/abs/1901.10915|Benchmarking  Classic  and  Learned  Navigation  in  Complex  3D  Environments.  (arXiv:1901.10915v2  [cs.CV]  UPDATED)|<p>Navigation  research  is  attracting  renewed  interest  with  the  advent  oflearning-based  methods.  However,  this  new  line  of  work  is  largely  disconnectedfrom  well-established  classic  navigation  approaches.  In  this  paper,  we  take  astep  towards  coordinating  these  two  directions  of  research.  We  set  up  classicand  learning-based  navigation  systems  in  common  simulated  environments  andthoroughly  evaluate  them  in  indoor  spaces  of  varying  complexity,  with  access  todifferent  sensory  modalities.  Additionally,  we  measure  human  performance  in  thesame  environments.  We  find  that  a  classic  pipeline,  when  properly  tuned,  canperform  very  well  in  complex  cluttered  environments.  On  the  other  hand,  learnedsystems  can  operate  more  robustly  with  a  limited  sensor  suite.  Overall,  bothapproaches  are  still  far  from  human-level  performance.</p>
http://arxiv.org/abs/1902.03025|Parameterized  Analysis  of  Immediate  Observation  Petri  Nets.  (arXiv:1902.03025v2  [cs.LO]  UPDATED)|<p>We  introduce  immediate  observation  Petri  nets,  a  class  of  interest  in  thestudy  of  population  protocols  (a  model  of  distributed  computation),  andenzymatic  chemical  networks.  In  these  areas,  relevant  analysis  questionstranslate  into  parameterized  Petri  net  problems:  whether  an  infinite  set  ofPetri  nets  with  the  same  underlying  net,  but  different  initial  markings,satisfy  a  given  property.  We  study  the  parameterized  reachability,coverability,  and  liveness  problems  for  immediate  observation  Petri  nets.  Weshow  that  all  three  problems  are  in  PSPACE  for  infinite  sets  of  initialmarkings  defined  by  counting  constraints,  a  class  sufficiently  rich  for  theintended  application.  This  is  remarkable,  since  the  problems  are  alreadyPSPACE-hard  when  the  set  of  markings  is  a  singleton,  i.e.,  in  thenon-parameterized  case.  We  use  these  results  to  prove  that  the  correctnessproblem  for  immediate  observation  population  protocols  is  PSPACE-complete,answering  a  question  left  open  in  a  previous  paper.</p>
http://arxiv.org/abs/1902.08647|Better  Algorithms  for  Stochastic  Bandits  with  Adversarial  Corruptions.  (arXiv:1902.08647v2  [cs.LG]  UPDATED)|<p>We  study  the  stochastic  multi-armed  bandits  problem  in  the  presence  ofadversarial  corruption.  We  present  a  new  algorithm  for  this  problem  whoseregret  is  nearly  optimal,  substantially  improving  upon  previous  work.  Ouralgorithm  is  agnostic  to  the  level  of  adversarial  contamination  and  cantolerate  a  significant  amount  of  corruption  with  virtually  no  degradation  inperformance.</p>
http://arxiv.org/abs/1902.10068|Entity  Recognition  at  First  Sight:  Improving  NER  with  Eye  Movement  Information.  (arXiv:1902.10068v2  [cs.CL]  UPDATED)|<p>Previous  research  shows  that  eye-tracking  data  contains  information  about  thelexical  and  syntactic  properties  of  text,  which  can  be  used  to  improve  naturallanguage  processing  models.  In  this  work,  we  leverage  eye  movement  featuresfrom  three  corpora  with  recorded  gaze  information  to  augment  a  state-of-the-artneural  model  for  named  entity  recognition  (NER)  with  gaze  embeddings.  Thesecorpora  were  manually  annotated  with  named  entity  labels.  Moreover,  we  show  howgaze  features,  generalized  on  word  type  level,  eliminate  the  need  for  recordedeye-tracking  data  at  test  time.  The  gaze-augmented  models  for  NER  usingtoken-level  and  type-level  features  outperform  the  baselines.  We  present  thebenefits  of  eye-tracking  features  by  evaluating  the  NER  models  on  bothindividual  datasets  as  well  as  in  cross-domain  settings.</p>
http://arxiv.org/abs/1903.01784|Leveraging  Shape  Completion  for  3D  Siamese  Tracking.  (arXiv:1903.01784v2  [cs.CV]  UPDATED)|<p>Point  clouds  are  challenging  to  process  due  to  their  sparsity,  thereforeautonomous  vehicles  rely  more  on  appearance  attributes  than  pure  geometricfeatures.  However,  3D  LIDAR  perception  can  provide  crucial  information  forurban  navigation  in  challenging  light  or  weather  conditions.  In  this  paper,  weinvestigate  the  versatility  of  Shape  Completion  for  3D  Object  Tracking  in  LIDARpoint  clouds.  We  design  a  Siamese  tracker  that  encodes  model  and  candidateshapes  into  a  compact  latent  representation.  We  regularize  the  encoding  byenforcing  the  latent  representation  to  decode  into  an  object  model  shape.  Weobserve  that  3D  object  tracking  and  3D  shape  completion  complement  each  other.Learning  a  more  meaningful  latent  representation  shows  better  discriminatorycapabilities,  leading  to  improved  tracking  performance.  We  test  our  method  onthe  KITTI  Tracking  set  using  car  3D  bounding  boxes.  Our  model  reaches  a  76.94%Success  rate  and  81.38%  Precision  for  3D  Object  Tracking,  with  the  shapecompletion  regularization  leading  to  an  improvement  of  3%  in  both  metrics.</p>
http://arxiv.org/abs/1903.03404|Accelerating  Generalized  Linear  Models  with  MLWeaving:  A  One-Size-Fits-All  System  for  Any-precision  Learning  (Technical  Report).  (arXiv:1903.03404v2  [cs.DS]  UPDATED)|<p>Learning  from  the  data  stored  in  a  database  is  an  important  functionincreasingly  available  in  relational  engines.  Methods  using  lower  precisioninput  data  are  of  special  interest  given  their  overall  higher  efficiency  but,in  databases,  these  methods  have  a  hidden  cost:  the  quantization  of  the  realvalue  into  a  smaller  number  is  an  expensive  step.  To  address  the  issue,  in  thispaper  we  present  MLWeaving,  a  data  structure  and  hardware  accelerationtechnique  intended  to  speed  up  learning  of  generalized  linear  models  indatabases.  ML-Weaving  provides  a  compact,  in-memory  representation  enabling  theretrieval  of  data  at  any  level  of  precision.  MLWeaving  also  takes  advantage  ofthe  increasing  availability  of  FPGA-based  accelerators  to  provide  a  highlyefficient  implementation  of  stochastic  gradient  descent.  The  solution  adoptedin  MLWeaving  is  more  efficient  than  existing  designs  in  terms  of  space  (sinceit  can  process  any  resolution  on  the  same  design)  and  resources  (via  the  use  ofbit-serial  multipliers).  MLWeaving  also  enables  the  runtime  tuning  ofprecision,  instead  of  a  fixed  precision  level  during  the  training.  Weillustrate  this  using  a  simple,  dynamic  precision  schedule.  Experimentalresults  show  MLWeaving  achieves  up  to16  performance  improvement  overlow-precision  CPU  implementations  of  first-order  methods.</p>
http://arxiv.org/abs/1903.04448|Pragmatic  inference  and  visual  abstraction  enable  contextual  flexibility  during  visual  communication.  (arXiv:1903.04448v2  [cs.OH]  UPDATED)|<p>Visual  modes  of  communication  are  ubiquitous  in  modern  life  ---  from  maps  todata  plots  to  political  cartoons.  Here  we  investigate  drawing,  the  most  basicform  of  visual  communication.  Participants  were  paired  in  an  online  environmentto  play  a  drawing-based  reference  game.  On  each  trial,  both  participants  wereshown  the  same  four  objects,  but  in  different  locations.  The  sketcher's  goalwas  to  draw  one  of  these  objects  so  that  the  viewer  could  select  it  from  thearray.  On  `close'  trials,  objects  belonged  to  the  same  basic-level  category,whereas  on  `far'  trials  objects  belonged  to  different  categories.  We  found  thatpeople  exploited  shared  information  to  efficiently  communicate  about  the  targetobject:  on  far  trials,  sketchers  achieved  high  recognition  accuracy  whileapplying  fewer  strokes,  using  less  ink,  and  spending  less  time  on  theirdrawings  than  on  close  trials.  We  hypothesized  that  humans  succeed  in  this  taskby  recruiting  two  core  faculties:  visual  abstraction,  the  ability  to  perceivethe  correspondence  between  an  object  and  a  drawing  of  it;  and  pragmaticinference,  the  ability  to  judge  what  information  would  help  a  viewerdistinguish  the  target  from  distractors.  To  evaluate  this  hypothesis,  wedeveloped  a  computational  model  of  the  sketcher  that  embodied  both  faculties,instantiated  as  a  deep  convolutional  neural  network  nested  within  aprobabilistic  program.  We  found  that  this  model  fit  human  data  well  andoutperformed  lesioned  variants.  Together,  this  work  provides  the  firstalgorithmically  explicit  theory  of  how  visual  perception  and  social  cognitionjointly  support  contextual  flexibility  in  visual  communication.</p>
http://arxiv.org/abs/1903.04596|Quality-Gated  Convolutional  LSTM  for  Enhancing  Compressed  Video.  (arXiv:1903.04596v2  [cs.CV]  UPDATED)|"<p>The  past  decade  has  witnessed  great  success  in  applying  deep  learning  toenhance  the  quality  of  compressed  video.  However,  the  existing  approaches  aimat  quality  enhancement  on  a  single  frame,  or  only  using  fixed  neighboringframes.  Thus  they  fail  to  take  full  advantage  of  the  inter-frame  correlation  inthe  video.  This  paper  proposes  the  Quality-Gated  Convolutional  Long  Short-TermMemory  (QG-ConvLSTM)  network  with  bi-directional  recurrent  structure  to  fullyexploit  the  advantageous  information  in  a  large  range  of  frames.  Moreimportantly,  due  to  the  obvious  quality  fluctuation  among  compressed  frames,higher  quality  frames  can  provide  more  useful  information  for  other  frames  toenhance  quality.  Therefore,  we  propose  learning  the  ""forget""  and  ""input""  gatesin  the  ConvLSTM  cell  from  quality-related  features.  As  such,  the  frames  withvarious  quality  contribute  to  the  memory  in  ConvLSTM  with  different  importance,making  the  information  of  each  frame  reasonably  and  adequately  used.  Finally,the  experiments  validate  the  effectiveness  of  our  QG-ConvLSTM  approach  inadvancing  the  state-of-the-art  quality  enhancement  of  compressed  video,  and  theablation  study  shows  that  our  QG-ConvLSTM  approach  is  learnt  to  make  atrade-off  between  quality  and  correlation  when  leveraging  multi-frameinformation.</p>"
http://arxiv.org/abs/1903.05726|A  Multi-armed  Bandit  MCMC,  with  applications  in  sampling  from  doubly  intractable  posterior.  (arXiv:1903.05726v2  [stat.CO]  UPDATED)|<p>Markov  chain  Monte  Carlo  (MCMC)  algorithms  are  widely  used  to  sample  fromcomplicated  distributions,  especially  to  sample  from  the  posterior  distributionin  Bayesian  inference.  However,  MCMC  is  not  directly  applicable  when  facing  thedoubly  intractable  problem.  In  this  paper,  we  discussed  and  compared  twoexisting  solutions  --  Pseudo-marginal  Monte  Carlo  and  Exchange  Algorithm.  Thispaper  also  proposes  a  novel  algorithm:  Multi-armed  Bandit  MCMC  (MABMC),  whichchooses  between  two  (or  more)  randomized  acceptance  ratios  in  each  step.  MABMCcould  be  applied  directly  to  incorporate  Pseudo-marginal  Monte  Carlo  andExchange  algorithm,  with  higher  average  acceptance  probability.</p>
http://arxiv.org/abs/1903.05759|Consistent  Dialogue  Generation  with  Self-supervised  Feature  Learning.  (arXiv:1903.05759v2  [cs.CL]  UPDATED)|<p>Generating  responses  that  are  consistent  with  the  dialogue  context  is  one  ofthe  central  challenges  in  building  engaging  conversational  agents.  In  thispaper,  we  propose  a  neural  conversation  model  that  generates  consistentresponses  by  maintaining  certain  features  related  to  topics  and  personasthroughout  the  conversation.  Unlike  past  work  that  requires  externalsupervision  such  as  user  identities,  which  are  often  unavailable  or  classifiedas  sensitive  information,  our  approach  trains  topic  and  persona  featureextractors  in  a  self-supervised  way  by  utilizing  the  natural  structure  ofdialogue  data.  Moreover,  we  adopt  a  binary  feature  representation  and  introducea  feature  disentangling  loss  which,  paired  with  controllable  responsegeneration  techniques,  allows  us  to  promote  or  demote  certain  learned  topicsand  personas  features.  The  evaluation  result  demonstrates  the  model'scapability  of  capturing  meaningful  topics  and  personas  features,  and  theincorporation  of  the  learned  features  brings  significant  improvement  in  termsof  the  quality  of  generated  responses  on  two  datasets,  even  comparing  withmodel  which  explicit  persona  information.</p>
http://arxiv.org/abs/1903.06396|COCO:  The  Large  Scale  Black-Box  Optimization  Benchmarking  (bbob-largescale)  Test  Suite.  (arXiv:1903.06396v2  [math.OC]  UPDATED)|<p>The  bbob-largescale  test  suite,  containing  24  single-objective  functions  incontinuous  domain,  extends  the  well-known  single-objective  noiseless  bbob  testsuite,  which  has  been  used  since  2009  in  the  BBOB  workshop  series,  to  largedimension.  The  core  idea  is  to  make  the  rotational  transformations  R,  Q  insearch  space  that  appear  in  the  bbob  test  suite  computationally  cheaper  whileretaining  some  desired  properties.  This  documentation  presents  an  approach  thatreplaces  a  full  rotational  transformation  with  a  combination  of  ablock-diagonal  matrix  and  two  permutation  matrices  in  order  to  construct  testfunctions  whose  computational  and  memory  costs  scale  linearly  in  the  dimensionof  the  problem.</p>
http://arxiv.org/abs/1903.06473|DeepHuman:  3D  Human  Reconstruction  from  a  Single  Image.  (arXiv:1903.06473v2  [cs.CV]  UPDATED)|<p>We  propose  DeepHuman,  an  image-guided  volume-to-volume  translation  CNN  for  3Dhuman  reconstruction  from  a  single  RGB  image.  To  reduce  the  ambiguitiesassociated  with  the  surface  geometry  reconstruction,  even  for  thereconstruction  of  invisible  areas,  we  propose  and  leverage  a  dense  semanticrepresentation  generated  from  SMPL  model  as  an  additional  input.  One  keyfeature  of  our  network  is  that  it  fuses  different  scales  of  image  features  intothe  3D  space  through  volumetric  feature  transformation,  which  helps  to  recoveraccurate  surface  geometry.  The  visible  surface  details  are  further  refinedthrough  a  normal  refinement  network,  which  can  be  concatenated  with  the  volumegeneration  network  using  our  proposed  volumetric  normal  projection  layer.  Wealso  contribute  THuman,  a  3D  real-world  human  model  dataset  containing  about7000  models.  The  network  is  trained  using  training  data  generated  from  thedataset.  Overall,  due  to  the  specific  design  of  our  network  and  the  diversityin  our  dataset,  our  method  enables  3D  human  model  estimation  given  only  asingle  image  and  outperforms  state-of-the-art  approaches.</p>
